証券コード,年度,売上高,営業利益,営業利益率(%),EPS,営業CF,現金等,一株配当,配当性向(%),自己資本比率(%)
6556,2018/03,4364379000,1012542000,23.20,26.93,609524000,1592403000,8,-,60
6557,2018/12,3787864000,-739721000,-19.53,-85.85,-30006000,1425850000,,,11.8
6558,2018/11,2503599000,132667000,5.30,32.73,1319000,1053032000,,,72.1
6560,2018/12,2989263000,270291000,9.04,47.17,94685000,1183840000,,,71.1
6561,2018/12,7891070000,918101000,11.63,50.89,611633000,2494127000,20,39.3,28.6
6562,2018/03,14380939000,527611000,3.67,3.84,291964000,2541801000,,,57.8
6563,2018/09,3033660000,157030000,5.18,21.66,138234000,830915000,-,-,51.8
6564,2018/03,4244136000,883102000,20.81,20.13,990386000,1903901000,1.54,7.6,26.9
6565,2018/03,4420450000,1192720000,26.98,53.1,1412082000,2587035000,5,9.4,31.8
6566,2018/03,10811042000,1142436000,10.57,53.36,1653093000,3143150000,14,26.2,70.8
6567,2018/05,5084081000,61937000,1.22,9.02,88947000,1870918000,1.39,15.4,44.2
6568,2018/03,6312682000,1222106000,19.36,148.35,2256005000,5383354000,25,21.4,68.9
6569,2018/03,59208000000,1800532000,3.04,37.87,2751000000,5283000000,10.5,27.7,46.9
6570,2018/03,12960666000,526267000,4.06,52.11,1605547000,3233216000,17,25.1,29.6
6571,2018/06,19287000000,1641000000,8.51,86.66,1564000000,2018000000,18,-,36.9
6572,2018/02,4188747000,465383000,11.11,6.07,568230000,1846580000,,,53.6
6573,2018/12,845498000,90494000,10.70,-10.93,-10415000,279534000,,,89.6
6574,2018/03,2009180000,144039000,7.17,0.42,162274000,98740000,,,44.7
6575,2018/03,1948142000,255685000,13.12,64.31,166515000,576974000,19.29,30,63.6
6577,2018/07,1587520000,120625000,7.60,69.15,123064000,1554933000,,,30.4
6578,2018/02,3958344000,315362000,7.97,33.78,247876000,647079000,,,46.1
6579,2018/03,1605367000,125463000,7.82,17.02,275766000,711960000,,,57.4
6580,2018/03,1606677000,426580000,26.55,54.6,61972000,1018286000,-,0,73.6
6584,2018/03,138724000000,4297000000,3.10,135.59,8617000000,15060000000,25,18.4,40.6
6586,2018/03,477298000000,80231000000,16.81,202.39,34191000000,147320000000,61,30.1,84.6
6588,2018/03,513289000000,24546000000,4.78,318.73,29092000000,57355000000,40,12.6,29.2
6590,2018/03,49256000000,2497000000,5.07,24.38,5148000000,13384000000,5.33,21.9,26.9
6591,2018/03,19079572000,484397000,2.54,9.12,149124000,2275521000,3,32.9,48.8
6592,2018/12,143116000000,21243000000,14.84,170.59,20979000000,113560000000,67.5,39.6,91.5
6594,2018/03,1459039000000,166842000000,11.44,110.48,175568000000,265947000000,23.75,21.5,52.6
6597,2018/06,4053088000,282218000,6.96,46.99,-190575000,575674000,,,41.2
6598,2018/03,821453000,73845000,8.99,1279.38,91909000,223445000,,,61.2
6599,2018/03,3603989000,345380000,9.58,166.19,-8380000,1078408000,10,5.53,65.3
6612,2018/12,11191000000,1660185000,14.84,6,-354000000,1176000000,,,23.1
6613,2018/03,664017000,-,,-69.54,-,121964000,,,20.5
6614,2018/03,5272427000,-,,175.91,-,211492000,,,13.9
6615,2018/03,125841000000,1942836000,1.54,34.35,1000000,5693000000,30,31.8,19.1
6616,2018/03,23996944000,2212324000,9.22,99.44,2335353000,12280327000,34,34.2,51.8
6617,2018/03,95309000000,2947000000,3.09,95.67,4726000000,10771000000,50,52.2,49.9
6618,2018/03,12392056000,694794000,5.61,40,680016000,1200113000,-,-,20.7
6619,2018/12,8731000000,-3348000000,-38.35,-91.51,-943000000,5308000000,2.5,-,37.5
6620,2018/03,1344000000,900000000,66.96,17.87,990000000,1954000000,,,82.7
6622,2018/03,149448000000,10054000000,6.73,272.04,5943000000,13671000000,75,27.6,45.7
6623,2018/03,78232000000,5135000000,6.56,353.07,1868000000,12208000000,85,24.1,57.3
6624,2018/03,26417000000,-4361000000,-16.51,-218.47,-1753000000,2623000000,-,-,5.6
6625,2018/03,552844000,165167000,29.88,8.09,-21885000,457043000,-,-,27.2
6626,2018/03,14466831000,971128000,6.71,51.55,1120132000,2989746000,7.5,14.5,60.6
6627,2018/12,21739673000,1670842000,7.69,111.89,8529450000,10722802000,-,-,37
6628,2018/03,51533000000,-1023000000,-1.99,-178.98,450000000,7163000000,-,0,7
6629,2018/03,19398574000,1000219000,5.16,56.72,1820282000,1793291000,4,7.1,32.8
6630,2018/04,23030230000,5385662000,23.39,59.62,3047774000,9523866000,7.6,12.7,71.9
6632,2018/03,300687000000,6937000000,2.31,17.19,18379000000,37162000000,6,34.9,21.1
6633,2018/12,4066778000,230068000,5.66,12.36,163251000,2176212000,10,80.9,53.9
6634,2018/11,11125302000,419718000,3.77,-31.82,981015000,1022774000,,,34.6
6635,2018/12,25788744000,100422000,0.39,-159.86,-876221000,1633907000,11,-,13.9
6636,2018/03,1486000000,-1338000000,-90.04,-77.06,-2495000000,82678000,,,24.7
6637,2018/03,36880189000,2235003000,6.06,110.67,2512583000,11768619000,14,12.7,63.3
6638,2018/03,52471137000,2729868000,5.20,61.05,3002514000,11486169000,12.5,20.5,32.5
6639,2018/03,25468891000,1266546000,4.97,139.11,1185706000,3805002000,30,21.6,43.4
6640,2018/12,52674000000,719000000,1.36,-112.54,4370000000,6872000000,20,-17.8,65.5
6641,2018/03,127003000000,16030000000,12.62,110.78,7264000000,10446000000,30,27.1,65.8
6643,2018/03,22980037000,1955004000,8.51,309.09,712948000,4265384000,80,25.9,59.5
6644,2018/03,78780000000,5544000000,7.04,54.63,8110000000,13701000000,20,36.6,54.5
6645,2018/03,732306000000,86254000000,11.78,296.85,73673000000,113023000000,76,-,67.9
6647,2018/03,8499444000,289840000,3.41,152.61,334449000,874517000,40,26.2,41.4
6648,2018/03,18832000000,1399048000,7.43,80.67,1082000000,7873000000,16,19.8,73.3
6651,2018/03,108080000000,5751000000,5.32,71.25,6616000000,28283000000,40,56.1,79.9
6652,2018/03,59783000000,6112000000,10.22,170.36,4926000000,12341000000,50,29.3,49.2
6653,2018/12,22342000000,895000000,4.01,53.71,838000000,1517000000,18,33.5,41
6654,2018/01,3899612000,290740000,7.46,41.18,516451000,714637000,32,77.7,93.5
6655,2018/03,8551310000,276842000,3.24,52.47,423301000,1599996000,24,45.7,52.9
6656,2018/04,1920039000,-256038000,-13.34,-143.61,-437280000,883679000,-,-,30.1
6658,2018/03,28522000000,438000000,1.54,3.86,601000000,2436000000,5,128.9,16.1
6659,2018/03,3932409000,-390960000,-9.94,-88.25,-397259000,2081270000,-,0,47.4
6662,2018/06,2091568000,131761000,6.30,9.45,194807000,2377213000,3,31.7,86
6663,2018/12,4582357000,122086000,2.66,11.82,-32973000,436754000,5,42.3,62
6664,2018/11,7549805000,451742000,5.98,34.85,1470020000,5761561000,-,0.06,41.1
6666,2018/03,4611703000,-376155000,-8.16,-59.9,-54289000,990446000,,,21.6
6668,2018/08,8499922000,1827129000,21.50,151.45,-428029000,1893190000,8,5.3,53.6
6670,2018/03,124544000000,8504042000,6.83,59.74,7749000000,17932000000,18,30.1,52.9
6674,2018/03,410951000000,21920000000,5.33,138.89,21934000000,19776000000,50,36,45.2
6675,2018/03,37351000000,797000000,2.13,98.57,2695000000,7821000000,29.97,62.5,55.5
6676,2018/03,72319000000,5319000000,7.35,145.3,4090000000,4344000000,19.16,26.4,70.4
6677,2018/09,22772091000,4395651000,19.30,311.03,5457152000,7214123000,17,5.5,67.3
6678,2018/03,8654247000,1491641000,17.24,152.04,1517084000,7129237000,45,29.6,84
6694,2018/12,7705549000,260361000,3.38,70.16,-151800000,2913357000,21.5,30.6,59.6
6695,2018/10,1275474000,-,,211.99,-59647000,76905000,25,-,48.8
6696,2018/01,1258047000,251873000,20.02,58.37,166247000,1102637000,,,84.2
6698,2018/03,3307275000,464835000,14.05,57,628522000,1709304000,6.25,11,60.7
6701,2018/03,2844447000000,63850000000,2.24,35.31,129981000000,346025000000,12,34,31.2
6702,2018/03,4098379000000,182489000000,4.45,82.53,200415000000,452671000000,11,13.3,34.8
6703,2018/03,438026000000,7721000000,1.76,67.85,15578000000,45481000000,50,73.7,27.3
6704,2018/03,21764000000,174000000,0.80,27.19,323000000,5994000000,10,36.8,66.3
6706,2018/03,43022000000,1518000000,3.53,65.79,2398000000,10066000000,45,68.3,72.3
6707,2018/03,175209000000,12026000000,6.86,-471.21,14521000000,32593000000,30,-,29.9
6709,2018/03,6527080000,23758000,0.36,0.73,717351000,457164000,-,3.19,51.7
6715,2018/03,18865000000,862000000,4.57,138.38,1340000000,5260000000,60,43.3,76.6
6718,2018/03,45113000000,2805000000,6.22,93.98,740000000,12315000000,32,34,84.3
6721,2018/07,426037000,-290609000,-68.21,-27.48,-254790000,621311000,,,82.7
6722,2018/12,10430875000,774497000,7.43,82.8,217036000,1051616000,24,29,56.9
6723,2018/12,756503000000,68196000000,9.01,30.57,172308000000,188820000000,,,56.7
6724,2018/03,1102116000000,65003000000,5.90,118.78,84279000000,229678000000,62,52.2,49.6
6727,2018/03,82262867000,3526717000,4.29,14.55,6781272000,19157127000,6,41.2,44.5
6728,2018/06,249271000000,35351000000,14.18,728.68,19086000000,54348000000,95,13,49.6
6730,2018/03,8477000000,156000000,1.84,7.15,-1490000000,6868000000,5,69.6,87.6
6731,2018/09,2551217000,-1005616000,-39.42,-2065.5,-843583000,1028303000,,,79
6734,2018/02,2723607000,214776000,7.89,71.69,370345000,1568252000,20,27.9,48.7
6736,2018/03,26297585000,-1074831000,-4.09,-57.39,1510923000,9047475000,20,-,42.3
6737,2018/03,84057000000,8554000000,10.18,167.4,4829000000,20394000000,45,26.9,76.6
6740,2018/03,718991000000,-55081000000,-7.66,-398.49,-128000000,80866000000,,,11.8
6741,2018/03,83770000000,2061000000,2.46,31.41,-305000000,11137000000,24,76.4,62.4
6742,2018/03,73905000000,5071000000,6.86,58.87,3784000000,4135000000,13,22.1,45.7
6743,2018/03,21277057000,1294588000,6.08,-36.8,850995000,3948891000,10,-,46
6744,2018/03,105032000000,12881000000,12.26,151.49,1706000000,31892000000,28.5,18.8,67
6745,2018/03,75961000000,4911000000,6.47,142.28,5810000000,9023000000,8.33,17.6,49
6747,2018/09,46788000000,4895000000,10.46,75.3,6244000000,7818000000,-,-,28.4
6748,2018/03,23596927000,760745000,3.22,48.57,-859718000,2300714000,10,20.6,41.1
6750,2018/03,93546000000,10193187000,10.90,91.38,8212000000,24432000000,25,27.4,49.8
6752,2018/03,7982164000000,380539000000,4.77,101.2,423182000000,1089585000000,30,29.6,27.1
6753,2018/03,2427271000000,90125000000,3.71,141.23,105270000000,404001000000,0,-,19.8
6754,2018/03,85967000000,4912000000,5.71,20.97,7946000000,35452000000,15,71.5,64.6
6755,2018/03,262340000000,20207000000,7.70,122.86,10894000000,42710000000,24,19.5,49.7
6757,2018/01,5611597000,-279570000,-4.98,-51.07,-258976000,240784000,30,-,42.8
6758,2018/03,8543982000000,734860000000,8.60,75.11,1253971000000,1586329000000,5.32,7.1,15.6
6762,2018/03,1271747000000,89692000000,7.05,33.52,91310000000,279624000000,8.67,-,43.3
6763,2018/03,14329346000,1013432000,7.07,79.44,954900000,7153027000,50,62.9,82
6768,2018/03,85558000000,5407000000,6.32,44.26,2652000000,14601000000,9,20.3,51.9
6769,2018/12,3207755000,32066000,1.00,10.06,64436000,5515652000,9,89.5,91.5
6770,2018/03,858317000000,71907000000,8.38,241.9,70387000000,120778000000,37,15.3,45
6771,2018/03,26275000000,688000000,2.62,92.8,-2240000000,5441000000,30,32.3,42.8
6772,2018/03,10239675000,373385000,3.65,31.83,443192000,1907445000,6,18.9,30.7
6773,2018/03,365417000000,1194000000,0.33,-19.12,15943000000,35634000000,-,-,28
6775,2018/03,3428882000,-151982000,-4.43,-23.86,-154050000,636617000,-,-,61.5
6776,2018/03,15548000000,1261000000,8.11,48.81,1929000000,2971000000,3,6.1,34.7
6777,2018/03,4609205000,665930000,14.45,47.33,776044000,2595762000,15,31.7,87.3
6778,2018/07,2335818000,-672696000,-28.80,-106.15,-921780000,1091752000,-,-,83.4
6779,2018/03,43952000000,-9618000000,-21.88,-519.84,-915000000,6851000000,10,-,24.8
6785,2018/06,27109102000,2193805000,8.09,92.27,2436872000,2996105000,13,14.1,66.2
6786,2018/03,53006038000,737000000,1.39,18.54,3756377000,4380983000,-,-,15.4
6787,2018/03,108542000000,7457000000,6.87,167.07,10429000000,15190000000,20,12.5,30
6788,2018/03,14027984000,1606414000,11.45,143.36,2151872000,10920948000,60,41.9,72.5
6789,2018/12,42774908000,4250014000,9.94,229.66,4347692000,11169670000,70,30.5,65.9
6794,2018/03,184800000000,9307000000,5.04,165.76,8153000000,10150000000,55,33.2,61.5
6796,2018/03,183056000000,7353000000,4.02,36.76,8328000000,20376000000,10,-,35.4
6797,2018/03,17529099000,876839000,5.00,77.03,-486092000,2689341000,6.5,8.4,60
6798,2018/03,59786000000,485000000,0.81,-43.57,2788000000,10482000000,80,-,49.8
6800,2018/03,51919000000,3135931000,6.04,115.79,1980000000,4596000000,22,19,62.9
6803,2018/03,17016000000,330000000,1.94,8.64,-12000000,2142000000,-,-,8
6804,2018/03,299440000000,13043000000,4.36,172.1,3757000000,52405000000,20,11.6,63
6806,2018/03,125143000000,28064000000,22.43,522.67,30561000000,69396000000,457.14,87.5,89.3
6807,2018/03,253947000000,20632000000,8.12,142.34,32432000000,39439000000,30,21.1,63.6
6809,2018/03,44180000000,3510000000,7.94,63.14,2760000000,19670000000,23,36.4,75.2
6810,2018/03,148198000000,8848000000,5.97,134.88,7797000000,45539000000,44,32.6,71.9
6814,2018/02,79050000000,1992000000,2.52,39.22,5142000000,10834000000,10,25.5,49.8
6815,2018/03,15141000000,1993000000,13.16,300.56,945000000,8418000000,50,16.6,77.3
6817,2018/12,97538000000,5383000000,5.52,90.24,4672000000,4098000000,27,29.9,35.9
6819,2018/03,3117281000,432324000,13.87,31.74,519005000,392205000,-,-,75.6
6820,2018/03,24880000000,791000000,3.18,42.25,1055000000,28318000000,30,71,91.5
6822,2018/03,23830534000,60227000,0.25,-90.3,-310668000,3811509000,50,-55.4,47.3
6823,2018/03,20350343000,2572460000,12.64,153.76,1920248000,3888452000,35,22.8,70.4
6824,2018/03,27198893000,2466928000,9.07,128.42,2536719000,10416972000,26,20.2,72.4
6826,2018/03,19498000000,2007000000,10.29,67.87,1785000000,5594000000,18,26.5,73
6832,2018/03,45675569000,5649621000,12.37,380.58,8167901000,24173854000,56,14.7,80
6834,2018/03,13547107000,930763000,6.87,98.95,2086527000,3305599000,27,27.3,85.7
6835,2018/12,28638528000,550141000,1.92,1.93,-806147000,3599921000,-,-,19.4
6836,2018/03,1299454000,-121420000,-9.34,-32.65,42506000,699477000,,,68.4
6837,2018/03,21253000000,579000000,2.72,32.45,970000000,3227000000,8,24.6,45.9
6838,2018/03,3255443000,53240000,1.64,-34.86,-534106000,1718000000,5,-,28.7
6839,2018/03,130130000000,-10885000000,-8.36,-724.2,-5369000000,30650000000,-,-,63.2
6840,2018/03,8914279000,108690000,1.22,-1.97,-333652000,1016281000,-,-,23.2
6841,2018/03,406590000000,32705000000,8.04,80.39,31980000000,75836000000,30,37.4,61.2
6844,2018/03,92177000000,6853000000,7.43,513.84,9335000000,39625000000,125,24.3,44.3
6845,2018/03,260384000000,24026000000,9.23,30.77,19481000000,68640000000,10.25,33.3,64.3
6846,2018/03,4762000000,106895000,2.24,139.49,237000000,1369000000,25,17.8,41.6
6848,2018/03,15605000000,1704000000,10.92,62.02,995000000,2955000000,15,24.2,68.4
6849,2018/03,174249000000,14517000000,8.33,53.46,10843000000,31285000000,17.5,32.7,69.3
6850,2018/03,20745000000,1303300000,6.28,49.08,2814000000,4855000000,20,40.7,54.7
6852,2018/03,2867276000,371775000,12.97,176.58,220365000,583350000,30,17,63.2
6853,2018/12,15990979000,1525876000,9.54,39.35,2017422000,6045070000,12,30.5,66.5
6855,2018/03,14405000000,514000000,3.57,28.99,-2038000000,2624000000,10,34.5,60.5
6856,2018/12,210570000000,28838000000,13.70,529.21,19536000000,62837000000,145,27.4,58.2
6857,2018/03,207223000000,24487000000,11.82,25.49,28254000000,103973000000,8,31.4,49
6858,2018/12,14440000000,962000000,6.66,61.55,1901000000,2138000000,17,27.6,69.6
6859,2018/03,44069000000,4602000000,10.44,144.72,3965000000,13963000000,58,40.1,73.7
6861,2018/03,526847000000,292890000000,55.59,868.33,202934000000,280260000000,50,5.8,92.9
6862,2018/03,13886422000,252000000,1.81,20.66,-1107300000,3098974000,-,-,25.8
6863,2018/03,7911968000,705581000,8.92,69.79,865217000,4680577000,24,34.4,87.8
6864,2018/03,10098244000,1102807000,10.92,130.96,1881217000,2169691000,25,19.1,56.4
6866,2018/12,23288338000,3314368000,14.23,203.63,3845837000,8504741000,80,39.3,88.5
6867,2018/03,3021854000,81905000,2.71,31.16,-280236000,516729000,8,25.7,74
6869,2018/03,281935000000,59078000000,20.95,62.76,52240000000,61444000000,22,35.1,74.8
6870,2018/12,12542746000,1424124000,11.35,198.52,454945000,4620827000,58,29.2,71.1
6871,2018/09,30091000000,3195000000,10.62,63.89,4585000000,10877000000,19,29.7,65.2
6874,2018/06,33027241000,1717720000,5.20,126.94,419738000,1547111000,25,19.7,48.2
6875,2018/03,89029101000,2709055000,3.04,90.05,4715018000,19449135000,34,37.8,33
6877,2018/09,51148000000,9319000000,18.22,448.73,8099000000,14430000000,110,24.5,65
6879,2018/03,91351958000,2424071000,2.65,65.98,4161301000,11131784000,10,15.2,41.7
6881,2018/03,56560000000,3040000000,5.37,46.43,1473000000,4778000000,7,15.1,33.1
6882,2018/03,23717000000,1474000000,6.21,73.48,3560000000,6820000000,20,27.2,69.4
6888,2018/06,4200000000,213029000,5.07,17.22,290000000,1571000000,3,17.4,57.4
6889,2018/03,37358851000,4861886000,13.01,544.37,4256830000,12374651000,150,27.6,76.8
6890,2018/03,90597000000,8437204000,9.31,77.07,9946000000,23648000000,24,31.1,43.3
6894,2018/03,2132944000,272220000,12.76,168.26,237659000,971163000,30,-,70.9
6896,2018/03,11260125000,1026523000,9.12,78.49,1454738000,8297725000,14,17.8,91.3
6897,2018/02,13164010000,211585000,1.61,12.43,724117000,947773000,10,83,52.2
6898,2018/01,1481778000,20787000,1.40,107.95,7218000,1325222000,-,-,79
6899,2018/03,47643840000,1796029000,3.77,436.34,2835662000,2317365000,60,13.8,50
6901,2018/03,30868000000,447000000,1.45,59.56,421000000,1440000000,25,41.9,41.5
6902,2018/03,5108291000000,412676000000,8.08,102.61,558001000000,783338000000,32.5,31.7,62.4
6904,2018/03,42936695000,2253654000,5.25,35.33,2531344000,7587100000,10,28.3,39.7
6905,2018/05,26594096000,4704003000,17.69,90.72,2348856000,9942249000,32,35.3,88.7
6907,2018/03,7046280000,96577000,1.37,10.05,992213000,9400533000,30,298.42,68.2
6908,2018/03,42248000000,8426000000,19.94,230.47,9707000000,17352000000,50,21.7,81.6
6912,2018/03,7950739000,481552000,6.06,40.59,257267000,2533103000,22,54.2,81.1
6914,2018/12,40113000000,4989000000,12.44,104.83,1955000000,11563000000,30,28.6,74.5
6915,2018/12,40324000000,2646000000,6.56,162.96,3246000000,14775000000,100,61.4,77.7
6916,2018/06,55441000000,2971000000,5.36,153.43,2644000000,9114000000,30,19.5,64.2
6918,2018/03,7579821000,1309882000,17.28,108.12,754343000,2120971000,58,53.6,78.5
6919,2018/03,10379901000,1019368000,9.82,86.05,1207668000,3072350000,36,41.8,76.7
6920,2018/06,21252468000,5685461000,26.75,48.42,2916726000,10107234000,17,35.1,70.9
6923,2018/03,442165000000,53169000000,12.02,218.2,82357000000,115449000000,45,20.6,69.4
6924,2018/03,57328000000,131000000,0.23,49.26,977000000,14284000000,40,81.1,37.8
6925,2018/03,173497000000,10151000000,5.85,86.1,15567000000,66035000000,26,30.2,70.4
6926,2018/03,13648149000,736855000,5.40,19.52,-404948000,2758668000,9,46.1,58.7
6927,2018/03,23483498000,3039237000,12.94,119.66,385432000,4109727000,30,25.1,62.2
6928,2018/03,22103762000,1674625000,7.58,199.3,2012025000,4085503000,35,17.6,62.7
6929,2018/12,19509000000,3715000000,19.04,107.61,3536000000,22279000000,70,65,89.4
6930,2018/03,14356000000,144000000,1.00,15.35,-828000000,11522000000,21,136.6,82.5
6932,2018/03,40126000000,2526000000,6.30,89.74,5599000000,8915000000,30,33.4,38.6
6937,2018/03,60536000000,2980000000,4.92,65.17,2375000000,4194000000,10,15.3,42.4
6938,2018/03,10375530000,508114000,4.90,22.79,-333651000,1589960000,6,26.3,76.8
6941,2018/03,30340572000,4307978000,14.20,151.23,4210925000,7188866000,35,23.1,72.4
6942,2018/03,3810703000,237357000,6.23,261.07,278490000,1804152000,-,-,23.2
6943,2018/03,7726179000,254229000,3.29,264.81,681631000,5712203000,100,37.8,81.2
6944,2018/03,3320934000,122951000,3.70,75.2,365477000,1240287000,,,49.6
6945,2018/03,96719000000,3943000000,4.08,100.47,8114000000,20251000000,22,21.9,63.9
6946,2018/03,18707000000,-709000000,-3.79,42.91,-1436000000,1994000000,-,-,32.6
6947,2018/03,23582000000,2025324000,8.59,64.99,3547000000,16609000000,22,33.8,69
6951,2018/03,104570000000,3928000000,3.76,93.8,6524000000,9813000000,16,17.1,32.6
6952,2018/03,314790000000,29568000000,9.39,79.42,34553000000,134554000000,50,63,56.8
6954,2018/03,726596000000,229604000000,31.60,187.73,175990000000,725903000000,112.64,60,84.6
6955,2018/03,73129000000,666000000,0.91,-22.49,567000000,3720000000,,,8.4
6957,2018/03,25289477000,3045445000,12.04,147.98,2701604000,6828707000,37.5,25.3,69.7
6958,2018/03,86894000000,4266000000,4.91,61.45,5520000000,16327000000,10,16.3,55.5
