証券コード,年度,売上高,営業利益,営業利益率(%),EPS,営業CF,現金等,一株配当,配当性向(%),自己資本比率(%)
9228,2021/03,8302126000,533668000,6.43,68.13,684286000,1099255000,48,-,54.2
9232,2021/03,55479000000,5075000000,9.15,244.05,4674000000,16164000000,35,14.4,32.3
9255,2021/03,1377805000,200697000,14.57,14.98,278917000,1734522000,,,69.8
9260,2021/12,213248000000,7301000000,3.42,116.77,2172000000,65647000000,35,-,41.9
9263,2021/04,26059370000,353322000,1.36,1.84,2726243000,6162075000,1,13.1,25.1
9266,2021/03,3426383000,-1115529000,-32.56,-153.86,-1412973000,542661000,,,8.2
9318,2021/03,707028000,-275783000,-39.01,-1.3,-1995329000,474217000,,,62.1
9333,2021/12,2776000000,660000000,23.78,102.62,613000000,889000000,,,38.5
9349,2021/03,99690000000,2142000000,2.15,36.65,8077000000,17160000000,13.27,-,19.8
9358,2021/03,48722942000,454349000,0.93,19.04,620788000,2512382000,5,26.3,74.5
9375,2021/03,609110000000,34177000000,5.61,301.06,37938000000,85995000000,50,16.6,33.1
9384,2021/12,35266206000,3808503000,10.80,285.93,2551707000,8678028000,50,19.8,71.6
9386,2021/12,17000529000,2803983000,16.49,138.45,2546581000,3435464000,30,21.7,58.6
9399,2021/12,510000000,-557000000,-109.22,-,-735000000,5181000000,,,-207
9422,2021/03,188795000000,10676000000,5.65,168.45,5329000000,21665000000,65,-,48.6
9424,2021/03,3497933000,-248980000,-7.12,-1.67,419617000,1025466000,,,14.2
9438,2021/09,25743006000,1929879000,7.50,-21.28,3516879000,15540084000,,,54.6
9444,2021/04,20979507000,670772000,3.20,-102.52,1281050000,1675485000,22,-,11.8
9449,2021/12,241612000000,41164000000,17.04,159.68,-23783000000,234041000000,52.7,43.9,5.2
9479,2021/03,13850416000,822137000,5.94,20.31,1330260000,6884107000,4,19.8,59
9518,2021/03,2003888000000,190084000000,9.49,2498.69,412882000000,1096467000000,2390.28,-,17.6
9522,2021/12,15950000000,2229894000,13.98,20.43,-18607000000,18159000000,,,8.9
9624,2021/09,34541000000,3838000000,11.11,255.52,3832000000,10151000000,72,0,55.2
9631,2021/12,22376628000,-691462000,-3.09,-100,1082201000,664339000,-,-,61.5
9637,2021/01,6127958000,108562000,1.77,-10.59,516933000,1643771000,25,-,36
9641,2021/09,17857000000,1535888000,8.60,22.39,40000000,3470294000,7,31.3,49.9
9674,2021/03,596211000,37170000,6.23,-1.8,-6471000,329455000,-,-,36.8
9675,2021/03,15097000000,-2899000000,-19.20,-328.34,-3034000000,3991000000,-,-,21.5
9681,2021/01,-,-,,-172.93,-,-,,,-
9695,2021/03,2388827000,-578007000,-24.20,-57.03,-374258000,354191000,,,-7.2
9707,2021/03,-,-,,-97.58,-,-,,,-
9717,2021/11,18174427000,2075844000,11.42,90.2,1065673000,10250651000,50,55.4,84.1
9728,2021/03,104124000000,7546000000,7.25,137.73,7481000000,32830000000,52,37.8,68.2
9734,2021/01,760229000,-1153732000,-151.76,-357.43,-1121307000,309474000,-,-,43.9
9749,2021/12,257891000000,16838000000,6.53,145.73,15907000000,40876000000,26,17.8,54.6
9783,2021/03,427531000000,13089000000,3.06,32.39,25843000000,144035000000,50,154.3,31.3
9787,2021/02,300085000000,15230000000,5.08,233.67,10403000000,58937000000,82,35.1,64
9810,2021/03,1271050000000,22361000000,1.76,495.77,47255000000,55881000000,160,32.4,28.9
9829,2021/01,14215591000,-289020000,-2.03,-532.39,574985000,1869155000,-,-,19.5
9852,2021/03,149494000000,1643000000,1.10,463.64,-990000000,285000000,100,21.6,39.5
9873,2021/03,89652000000,6354000000,7.09,125.47,7042000000,18476000000,60,47.8,55.3
9898,2021/03,23000000,-87000000,-378.26,-0.16,-51000000,77000000,,,83.8
9909,2021/03,10263378000,223747000,2.18,165.55,400366000,2508457000,40,24.3,41.3
9919,2021/03,130940000000,2731000000,2.09,65.94,4068000000,4329000000,18,53.8,63.2
9924,2021/05,33498610000,602327000,1.80,129.08,928665000,1379250000,-,0.1,13.7
9945,2021/02,140509000000,902000000,0.64,-66.37,4726000000,10491000000,30,-,63.4
9964,2021/03,67785256000,1709237000,2.52,127.3,5610895000,6384888000,30,364.8,49.8
9966,2021/06,20694736000,900667000,4.35,61.55,-103272000,4262535000,32,52,69
9967,2021/03,36950573000,858943000,2.32,286.9,-403673000,1981612000,60,20.9,43.6
9968,2021/07,576427000,-84712000,-14.70,2.53,-13427000,742841000,,,92.4
9977,2021/02,106194000000,3193000000,3.01,355.44,8740000000,18135000000,70,19.7,58
9984,2021/03,5628167000000,603432000000,10.72,658.9,557250000000,4662725000000,11,-,22.3
9995,2021/03,59861000000,-493000000,-0.82,-15.15,-2591000000,3395000000,12,-,66.9
1301,2021/03,,,,,5997000000,7097000000,,,34.7
130A,2021/12,,,,,-234988000,1688760000,,,96
1332,2021/03,,,,,45910000000,14760000000,,,35.6
1333,2021/03,,,,,33361000000,31156000000,,,26.7
1375,2021/03,,,,,8204000000,3777000000,,,25.9
1376,2021/05,,,,,2294651000,5486002000,,,45.7
1377,2021/05,,,,,11362000000,14758000000,,,83.9
1379,2021/03,,,,,10471000000,12833000000,,,54
137A,2021/05,,,,,-,73496000,,,68
1380,2021/03,,,,,785867000,926888000,,,35.7
1381,2021/06,,,,,2934000000,7894000000,,,85.8
1382,2021/06,,,,,352435000,407794000,,,59.2
1383,2021/10,,,,,481540000,964407000,,,19.9
1384,2021/03,,,,,635000000,1395000000,,,63.5
138A,2021/11,,,,,28693000,671167000,,,5.9
1401,2021/05,,,,,-1699000,1403477000,,,73.2
1407,2021/08,,,,,5127000000,34349000000,,,26
1414,2021/06,,,,,2737000000,23012000000,,,82.8
1417,2021/03,,,,,41602000000,42851000000,,,63.1
1418,2021/02,,,,,633196000,3163923000,,,46.2
1419,2021/05,,,,,17639000000,32681000000,,,26.1
141A,2021/06,,,,,-2942000000,22743000000,,,30
1420,2021/03,,,,,6107776000,7184688000,,,32.2
1429,2021/12,,,,,520501000,1926921000,,,43.5
142A,2021/03,,,,,-,862920000,,,6.9
1430,2021/05,,,,,2814959000,4276416000,,,36
1431,2021/06,,,,,134033000,3324877000,,,44.3
1434,2021/08,,,,,1158009000,1355631000,,,32.1
1435,2021/12,,,,,-418090000,4648242000,,,75.5
1436,2021/04,,,,,1283512000,2462718000,,,52.9
1438,2021/09,,,,,319669000,1976318000,,,71.8
143A,2021/03,,,,,-,677274000,,,-
1443,2021/03,,,,,1681902000,3779012000,,,57.6
1444,2021/07,,,,,54452000,710647000,-,0.1,80.4
1446,2021/09,,,,,-35518000,2600363000,,,44.3
1447,2021/03,,,,,-862501000,3536577000,-,-,15.6
1449,2021/12,,,,,-20614000,124587000,5,-,49.9
1450,2021/03,,,,,23688000,1530477000,,,68.2
145A,2021/12,,,,,-470760000,1080414000,,,68.9
146A,2021/12,,,,,-2174000000,3153000000,,,24.5
147A,2021/03,,,,,-,2562208000,,,-
148A,2021/12,,,,,-187214000,1333745000,,,23.3
1491,2021/03,,,,,622834000,3958425000,-,0,79.4
149A,2021/12,,,,,-97262000,416430000,,,79.2
150A,2021/03,,,,,-,225390000,,,9.5
1514,2021/03,,,,,1452000000,4647000000,,,88.6
1515,2021/03,,,,,9414000000,35236000000,,,58.9
1518,2021/03,,,,,6807000000,19293000000,,,42.8
151A,2021/06,,,,,-,1669958000,,,36.7
153A,2021/12,,,,,119360000,431243000,,,-11.8
155A,2021/12,,,,,124669000,1195069000,,,9
156A,2021/08,,,,,-,646215000,,,-
157A,2021/06,,,,,-,602445000,,,56.4
1605,2021/12,,,,,445457000000,192254000000,,,57.4
160A,2021/03,,,,,-,1705706000,,,13.8
1662,2021/03,,,,,43263000000,157963000000,,,64
1663,2021/12,,,,,6441000000,20291000000,,,79.1
1711,2021/03,,,,,-515095000,112610000,,,12.7
1712,2021/02,,,,,2074000000,1031000000,,,61.3
1716,2021/06,,,,,1957496000,6610123000,,,75.8
1717,2021/03,,,,,590951000,1438834000,,,71
1718,2021/12,,,,,3895391000,2884665000,,,45.7
1719,2021/03,,,,,29154000000,128035000000,,,43
1720,2021/03,,,,,11629000000,34173000000,,,45.4
1721,2021/03,,,,,25469000000,32936000000,,,68.3
1723,2021/03,,,,,4096000000,9305000000,,,70.8
1724,2021/12,,,,,661000000,1600000000,,,48.8
1726,2021/03,,,,,-3224000000,2565000000,,,36.9
1736,2021/03,,,,,1235542000,5576172000,,,62.1
1738,2021/03,,,,,88297000,1292220000,,,58.9
173A,2021/03,,,,,-,1250326000,,,7
1762,2021/03,,,,,-4116000000,72625000000,,,52.4
1764,2021/06,,,,,1742812000,1699701000,,,32.4
1766,2021/04,,,,,12328000000,104493000000,,,54.3
1768,2021/03,,,,,1533546000,4224645000,,,67.5
176A,2021/03,,,,,-,1903319000,46,-,-
1770,2021/03,,,,,1579974000,8278788000,,,55.1
1771,2021/09,,,,,1355442000,3760195000,,,60.6
1776,2021/03,,,,,2429000000,10677000000,28,21.5,45.5
1777,2021/03,,,,,1762000000,2785000000,,,58.2
177A,2021/03,,,,,-,1219697000,,,-
1780,2021/03,,,,,-5340000,1934360000,,,68.8
1783,2021/09,,,,,4299596000,2085918000,,,63.5
1786,2021/03,,,,,-2039000000,8035000000,,,55.3
1787,2021/03,,,,,-7174000,3021407000,,,66.2
1788,2021/06,,,,,369632000,1281336000,,,54.8
1793,2021/03,,,,,17705000000,25168000000,,,72.6
1795,2021/09,,,,,22324000,2215701000,,,59
1798,2021/03,,,,,3188879000,5573235000,,,38.9
1799,2021/03,,,,,2949415000,17357216000,,,84.2
1801,2021/03,,,,,67494000000,494274000000,,,44.9
1802,2021/03,,,,,24803000000,236474000000,,,41
1803,2021/03,,,,,80674000000,276321000000,,,42.7
1807,2021/03,,,,,2058687000,4194669000,,,55.2
1808,2021/03,,,,,31876000000,214299000000,,,41.4
1810,2021/03,,,,,7080000000,19051000000,,,57.1
1811,2021/03,,,,,21261000000,48818000000,,,48.6
1812,2021/03,,,,,153097000000,300991000000,,,40.4
1813,2021/03,,,,,10451000000,11904000000,,,54.2
1814,2021/03,,,,,-3091000000,6017000000,,,47.2
1815,2021/03,,,,,4230000000,17947000000,,,33.8
1820,2021/03,,,,,4907000000,43574000000,,,43.6
1822,2021/03,,,,,-4357000000,28203000000,,,42.8
1826,2021/03,,,,,194000000,9524000000,,,57.1
1827,2021/03,,,,,-4549000000,21874000000,,,42.4
1828,2021/03,,,,,1632302000,4525013000,,,53.5
1832,2021/03,,,,,-842000000,6245000000,,,63.2
1833,2021/03,,,,,23000000,20129000000,,,51.4
1835,2021/03,,,,,21116161000,31694569000,,,67.3
1840,2021/10,,,,,2447232000,5398207000,,,53.8
1841,2021/03,,,,,823000000,4707000000,,,83.1
1844,2021/07,,,,,334117000,2295775000,,,47.8
1847,2021/03,,,,,543000000,11835000000,,,45.5
1848,2021/03,,,,,-137000000,1477000000,,,37.2
184A,2021/04,,,,,-,122802000,,,63.7
1850,2021/03,,,,,2281000000,4404000000,,,31.5
1852,2021/03,,,,,-12902000000,15760000000,,,45
1853,2021/03,,,,,-228000000,7727000000,,,55.7
1860,2021/03,,,,,-21139000000,103727000000,,,42.1
1861,2021/03,,,,,6572000000,71335000000,,,43.2
1866,2021/03,,,,,4003000000,12436000000,,,51.6
1867,2021/03,,,,,1012165000,6057825000,,,50.4
1869,2021/03,,,,,7214000000,22420000000,,,58.5
1870,2021/03,,,,,-6757000000,21951000000,,,42.1
1871,2021/03,,,,,-3684000000,10456000000,,,44.2
1873,2021/10,,,,,3198000000,5596000000,,,51
1878,2021/03,,,,,98461000000,198760000000,,,33.7
1879,2021/03,,,,,7005000000,62658000000,,,64.7
1882,2021/03,,,,,6688000000,12764000000,,,53.4
1884,2021/03,,,,,8155000000,36691000000,52,30.1,60.2
1885,2021/03,,,,,1471000000,32310000000,,,36.9
1887,2021/05,,,,,4572000000,46954000000,,,49.6
1888,2021/03,,,,,-5308000000,14376000000,,,35.7
1890,2021/03,,,,,-6548000000,16670000000,25,25.9,43.1
1892,2021/03,,,,,5819000000,11509000000,,,37
1893,2021/03,,,,,30690000000,59197000000,,,35
1897,2021/12,,,,,-573000000,8233000000,,,83.9
1898,2021/03,,,,,1138000000,14035000000,,,51.4
1899,2021/12,,,,,7802000000,23285000000,,,57.9
189A,2021/05,,,,,-,833619000,,,-
1904,2021/03,,,,,7501057000,12983881000,,,60
1905,2021/03,,,,,-6200000,8402414000,,,65.1
1909,2021/03,,,,,5099554000,4516905000,,,40.4
190A,2021/08,,,,,-544587000,1998149000,,,89.4
1911,2021/12,,,,,91576000000,170035000000,,,37.7
1914,2021/03,,,,,1365000000,4982000000,,,73.4
1921,2021/03,,,,,3434000000,9493000000,,,69
1925,2021/03,,,,,430314000000,416321000000,,,36.3
1926,2021/03,,,,,15206000000,28259000000,,,67.3
1929,2021/03,,,,,1426000000,17722000000,,,55.1
192A,2021/05,,,,,-,707675000,,,67.3
1930,2021/03,,,,,4005000000,24250000000,,,71.6
1934,2021/03,,,,,2648000000,40284000000,,,61.9
1938,2021/03,,,,,3069102000,6747295000,,,67.8
1939,2021/03,,,,,9422000000,13318000000,,,52
1941,2021/03,,,,,9116000000,30477000000,,,77.6
1942,2021/03,,,,,12873000000,57187000000,,,59.2
1944,2021/03,,,,,43338000000,169146000000,,,72
1945,2021/03,,,,,10754000000,9264000000,,,72.4
1946,2021/03,,,,,24111000000,46857000000,,,38.8
1948,2021/03,,,,,2854000000,1180000000,,,63.6
1949,2021/03,,,,,14965000000,39589000000,,,56.5
194A,2021/06,,,,,-,976086000,,,-
1950,2021/03,,,,,19570000000,42041000000,,,64.6
1951,2021/03,,,,,6301000000,41246000000,,,58.1
1952,2021/03,,,,,1917000000,12095000000,,,51.3
1959,2021/03,,,,,9184000000,49800000000,,,60
1960,2021/03,,,,,-1323000000,6314000000,,,68.2
1961,2021/03,,,,,-483000000,37087000000,,,53.4
1963,2021/03,,,,,12467000000,268281000000,,,59.4
1964,2021/03,,,,,3300000000,6889000000,,,56.2
1965,2021/03,,,,,1136000000,13686000000,,,66.1
1966,2021/03,,,,,2065070000,2548991000,,,39.1
1967,2021/03,,,,,5425568000,6974416000,,,71.1
1968,2021/03,,,,,19576000000,30941000000,,,55.9
1969,2021/03,,,,,22568000000,62271000000,,,48.7
196A,2021/06,,,,,-,1018010000,,,-
1972,2021/03,,,,,1557000000,9298000000,,,65.7
1975,2021/03,,,,,-1459000000,15919000000,,,47.1
1976,2021/03,,,,,5165000000,22471000000,,,78.3
1979,2021/03,,,,,973000000,50670000000,,,52.9
197A,2021/06,,,,,-,8282000,,,45.3
1980,2021/03,,,,,14241000000,31747000000,,,56.4
1981,2021/03,,,,,1149299000,8031676000,,,64.7
1982,2021/03,,,,,10771000000,34399000000,,,70.9
198A,2021/05,,,,,-,57599000,,,61.2
1992,2021/03,,,,,1384596000,2329102000,,,55
1994,2021/12,,,,,2000484000,3114744000,,,77
1997,2021/08,,,,,301519000,3984974000,,,64.9
1999,2021/06,,,,,773389000,2314767000,,,54.8
2001,2021/03,,,,,14804000000,35320000000,,,53.3
2002,2021/03,,,,,49506000000,59152000000,,,63
2003,2021/03,,,,,3667000000,10543000000,,,75.6
2004,2021/03,,,,,13769000000,11160000000,,,46.7
2009,2021/12,,,,,1776772000,12079222000,,,79.7
202A,2021/03,,,,,,,,,-
2053,2021/03,,,,,5281000000,11737000000,,,67.8
2055,2021/03,,,,,1263000000,9818000000,,,63.8
2058,2021/03,,,,,865000000,2209000000,,,43.5
205A,2021/05,,,,,-,2989215000,,,-
2060,2021/03,,,,,7737000000,2830000000,,,42.6
2108,2021/03,,,,,-181000000,6701000000,,,70.3
2109,2021/03,,,,,11124000000,17691000000,,,58.1
2112,2021/03,,,,,792000000,4897000000,,,36.4
2114,2021/03,,,,,1837577000,3967721000,,,78.2
2117,2021/03,,,,,3319000000,8524000000,,,79.2
211A,2021/07,,,,,737339000,1380694000,,,39.5
2120,2021/09,,,,,1287000000,13145000000,,,61.9
2121,2021/03,,,,,34672000000,149812000000,,,83.2
2122,2021/09,,,,,1366657000,5457357000,,,53
2124,2021/12,,,,,5091000000,12932000000,,,70.6
2127,2021/03,,,,,11458711000,41863754000,,,82.1
212A,2021/10,,,,,-,425823000,,,7.9
2130,2021/03,,,,,1834630000,4140847000,17.5,25.1,53.4
2134,2021/03,,,,,-417246000,112251000,,,75.2
2136,2021/03,,,,,367383000,2816854000,,,59.9
2137,2021/03,,,,,18172000,3157017000,12,-,52.7
2138,2021/03,,,,,2432214000,14356927000,-,0,34
2139,2021/03,,,,,-8196000,235268000,,,44.5
2146,2021/03,,,,,6654000000,25266000000,,,36.2
2148,2021/03,,,,,2212361000,5877480000,,,78.4
2152,2021/03,,,,,554672000,6680578000,,,68.3
2153,2021/05,,,,,3397000000,17888000000,,,68
2154,2021/06,,,,,5234000000,21138000000,,,61.4
2158,2021/03,,,,,2026940000,3001761000,,,37.5
2162,2021/03,,,,,943451000,4741407000,,,14.9
2168,2021/05,,,,,18868000000,52298000000,,,25.2
2169,2021/12,,,,,568302000,2470641000,,,75.3
2170,2021/12,,,,,4316000000,4917000000,,,24.9
2172,2021/06,,,,,-303084000,263065000,,,43.7
2175,2021/03,,,,,6769000000,10144000000,,,45.3
2179,2021/03,,,,,260346000,1368873000,,,29
2180,2021/06,,,,,339902000,2587272000,,,31.8
2181,2021/03,,,,,36805000000,82991000000,,,40.8
2183,2021/03,,,,,23610000,5084201000,,,37.4
2185,2021/09,,,,,1920209000,9869819000,,,75.4
2186,2021/02,,,,,369439000,2292163000,,,75.2
218A,2021/07,,,,,-,296724000,,,51.6
2195,2021/12,,,,,873224000,1390556000,,,32.9
2196,2021/03,,,,,-4493066000,6527640000,-,-,21.3
2198,2021/10,,,,,2625100000,3433473000,,,43
219A,2021/10,,,,,-,5930488000,,,97
2201,2021/03,,,,,12127000000,31568000000,,,60.5
2204,2021/03,,,,,-172534000,1141107000,,,61.4
2206,2021/12,,,,,28651000000,89463000000,,,67.5
2207,2021/03,,,,,3279000000,5045000000,,,62.4
2208,2021/03,,,,,8055000000,14778000000,,,64.1
2209,2021/03,,,,,3571596000,1099980000,,,54.9
220A,2021/09,,,,,-,1377465000,,,-
2211,2021/12,,,,,7478000000,14364000000,,,68.5
2212,2021/12,,,,,57071000000,133495000000,,,45.2
2215,2021/12,,,,,-10000000,1316000000,,,41.6
2216,2021/12,,,,,2620309000,2099716000,,,55.4
2218,2021/03,,,,,623330000,2296168000,,,33.1
2220,2021/03,,,,,8671000000,6505000000,,,62.7
2221,2021/03,,,,,3572738000,1265919000,,,73.4
2222,2021/03,,,,,82000000,7309000000,,,77.2
2224,2021/03,,,,,607516000,329090000,,,39.9
2226,2021/06,,,,,3027000000,4264000000,,,50.4
2229,2021/03,,,,,30450000000,47282000000,,,73.4
2264,2021/03,,,,,38544000000,19138000000,,,43.9
2266,2021/12,,,,,5731000000,7270000000,,,54.8
2267,2021/03,,,,,55820000000,122766000000,,,63.8
2268,2021/12,,,,,4040241000,5440743000,,,53.8
2269,2021/03,,,,,123683000000,39011000000,,,58.2
2270,2021/03,,,,,26567000000,21829000000,,,49
2281,2021/03,,,,,27248000000,29773000000,,,48.3
2282,2021/03,,,,,82518000000,83831000000,,,52.5
2286,2021/03,,,,,3280000000,1976000000,,,32.5
2288,2021/03,,,,,7673000000,8476000000,,,58.7
228A,2021/11,,,,,-,347900000,,,-6.2
2291,2021/03,,,,,349000000,2515000000,,,27.4
2292,2021/02,,,,,16507000000,39829000000,,,51
2293,2021/03,,,,,615697000,1734907000,15,55.9,27.4
2294,2021/02,,,,,1152000000,7417000000,,,78.7
2296,2021/03,,,,,40862000000,50651000000,,,62.7
2300,2021/02,,,,,-499970000,408676000,,,62.6
2301,2021/10,,,,,1687912000,3194251000,,,88.4
2303,2021/05,,,,,228539000,614612000,,,89.5
2304,2021/09,,,,,-360022000,631930000,,,45.2
2305,2021/02,,,,,6667532000,13181317000,,,67.9
2307,2021/03,,,,,359548000,1264359000,,,55.5
2311,2021/12,,,,,230046000,1794683000,,,79.2
2315,2021/10,,,,,-2069201000,4248977000,-,-,10.3
2317,2021/03,,,,,7205000000,18875000000,,,65.9
2321,2021/03,,,,,47236000,217172000,,,48.8
2323,2021/03,,,,,90360000,341113000,-,0.5,63.1
2325,2021/12,,,,,227020000,13460637000,,,78
2326,2021/03,,,,,5221000000,11382000000,,,67.6
2327,2021/03,,,,,17544000000,78579000000,,,59.6
2330,2021/12,,,,,180881000,1263904000,-,0.2,26.3
2331,2021/03,,,,,55522000000,53143000000,,,55.3
2332,2021/03,,,,,653111000,3053917000,,,71.9
2334,2021/03,,,,,-249866000,421012000,,,69.9
2335,2021/03,,,,,1043000000,4447000000,,,68.6
2337,2021/02,,,,,15463000000,50590000000,,,28.5
2341,2021/02,,,,,-437530000,3488367000,,,88.4
2342,2021/03,,,,,1222364000,3030149000,3,-,55.1
2344,2021/03,,,,,540753000,9174533000,,,57.5
2349,2021/03,,,,,2123924000,11069587000,,,73.4
2351,2021/03,,,,,438303000,845307000,,,65.7
2353,2021/07,,,,,3406287000,13434925000,,,29.4
2359,2021/03,,,,,1851105000,3636219000,,,66.6
2370,2021/09,,,,,-974695000,4095689000,,,90.8
2371,2021/03,,,,,17288000000,34888000000,,,66.1
2373,2021/10,,,,,2611029000,2823654000,,,18
2374,2021/03,,,,,2280422000,5783729000,16,26.8,46.8
2375,2021/10,,,,,959475000,4411716000,,,38.9
2376,2021/03,,,,,172960000,3867967000,,,51.2
2378,2021/03,,,,,-5417734000,7095721000,,,23.9
2379,2021/02,,,,,5905840000,12462677000,,,84.4
2384,2021/12,,,,,27472000000,23795000000,,,21.9
2385,2021/06,,,,,-107441000,4255805000,,,84.5
2391,2021/07,,,,,779947000,2496518000,,,83
2393,2021/03,,,,,1804477000,1677467000,,,72.2
2395,2021/03,,,,,4746687000,7279835000,,,42.6
2404,2021/08,,,,,-165175000,1399747000,,,3.7
2408,2021/12,,,,,364834000,929094000,,,81.6
2410,2021/09,,,,,633913000,2519310000,,,67.4
2411,2021/03,,,,,-114000000,3802000000,,,74.8
2413,2021/03,,,,,46627000000,89144000000,12,-,73.2
2415,2021/03,,,,,2046058000,22848737000,,,28.8
2418,2021/12,,,,,-899000000,16451000000,,,22.5
241A,2021/09,,,,,-,1100093000,,,54.8
2424,2021/07,,,,,1458233000,2347367000,,,21.3
2425,2021/03,,,,,340835000,969079000,,,57.7
2428,2021/06,,,,,2599796000,10423938000,,,33.4
2429,2021/12,,,,,1370000000,30748000000,,,32.4
242A,2021/09,,,,,-,446084000,,,-
2433,2021/03,,,,,36212000000,176042000000,,,35.1
2435,2021/03,,,,,1137000000,825000000,6,17.8,8.2
2436,2021/12,,,,,441535000,1916930000,,,54.2
2437,2021/05,,,,,758679000,345571000,-,-,48.7
2438,2021/04,,,,,359336000,1410088000,,,90.1
2440,2021/03,,,,,-3815192000,7507254000,-,-,68.5
2445,2021/03,,,,,5035000000,7712000000,,,32.3
2449,2021/08,,,,,224389000,2749527000,,,71.4
244A,2021/08,,,,,-,474319000,,,-
2454,2021/03,,,,,808298000,2712475000,7,18.7,57.6
245A,2021/08,,,,,-,346571000,,,7.8
2461,2021/12,,,,,1225758000,19362918000,,,79.6
2462,2021/05,,,,,5695067000,9516239000,,,31.7
2464,2021/03,,,,,869526000,1893132000,,,53.4
2467,2021/03,,,,,-125791000,196768000,,,20
2469,2021/03,,,,,-1097000000,3816000000,,,21.5
246A,2021/06,,,,,-,699042000,,,42.7
2471,2021/11,,,,,2195000000,3938000000,,,28.8
2475,2021/03,,,,,4202316000,19360521000,,,71.2
2477,2021/06,,,,,689669000,4484099000,,,93.4
2479,2021/03,,,,,108514000,1363429000,,,45
247A,2021/03,,,,,,,,,45.8
2480,2021/03,,,,,357590000,1987835000,,,82.5
2481,2021/06,,,,,244463000,643213000,,,88
2483,2021/03,,,,,439397000,2989761000,,,71.8
2484,2021/08,,,,,-16419000000,10196000000,-,-,32.2
2485,2021/09,,,,,1370000000,2867000000,,,66.6
2488,2021/03,,,,,200409000,1899101000,,,60.8
2489,2021/12,,,,,924325000,12759214000,,,57.8
248A,2021/12,,,,,-,249086000,,,50.4
2491,2021/12,,,,,5397000000,15498000000,,,69.2
2492,2021/12,,,,,1678031000,6410479000,,,82.5
2493,2021/11,,,,,288622000,4340747000,,,52.4
2497,2021/03,,,,,6992868000,13774158000,,,75.6
2498,2021/09,,,,,1849829000,9772341000,,,28
2501,2021/12,,,,,30308000000,17368000000,,,27.3
2503,2021/12,,,,,219303000000,149488000000,,,36.2
250A,2021/03,,,,,,,,,65.6
2531,2021/03,,,,,27100000000,62860000000,,,51.1
2533,2021/12,,,,,1550000000,986000000,,,38.3
2540,2021/03,,,,,1409177000,2575338000,,,86.8
2551,2021/09,,,,,714897000,1929010000,,,25.1
2573,2021/12,,,,,3127000000,9463000000,,,82.7
2579,2021/12,,,,,35982000000,110497000000,,,56.8
2585,2021/03,,,,,2114000000,2655000000,,,14.5
2586,2021/03,,,,,-203920000,713627000,,,57.7
2587,2021/12,,,,,158180000000,176655000000,,,51.3
2588,2021/03,,,,,9448000000,16873000000,,,17
2593,2021/04,,,,,25351000000,107763000000,,,45.6
2594,2021/03,,,,,-1193000000,5756000000,,,67.8
2597,2021/12,,,,,466740000,4798022000,8,36.3,41.5
259A,2021/09,,,,,-,939363000,,,-
2602,2021/03,,,,,6340000000,9256000000,,,49.8
2607,2021/03,,,,,38205000000,20452000000,,,44.6
2612,2021/03,,,,,2715000000,2846000000,,,80.1
2613,2021/03,,,,,4270000000,7778000000,,,60.1
261A,2021/12,,,,,-,9485117000,,,-
262A,2021/12,,,,,-,4718859000,,,-
264A,2021/09,,,,,-,813379000,,,47.9
2652,2021/09,,,,,392917000,736348000,,,48.3
2653,2021/02,,,,,8973000000,10511000000,,,23.6
2654,2021/03,,,,,227707000,4708552000,,,69
2656,2021/03,,,,,91256000,862084000,,,76.5
2659,2021/02,,,,,19686000000,40124000000,,,73.3
265A,2021/12,,,,,-,1123883000,,,83.6
2664,2021/03,,,,,15267000000,41235000000,,,51.9
2666,2021/03,,,,,571096000,1129571000,,,41.7
2667,2021/09,,,,,-521091000,1635254000,-,-,89
2668,2021/02,,,,,-692633000,2514128000,,,51.4
2669,2021/02,,,,,966679000,12653492000,,,77
2670,2021/02,,,,,23487000000,146454000000,,,87.3
2673,2021/03,,,,,23677000,8683000,,,65.2
2674,2021/03,,,,,1130232000,2197245000,,,71.8
2676,2021/03,,,,,753784000,4900726000,,,72.7
2678,2021/05,,,,,15998000000,66259000000,,,30.9
2681,2021/03,,,,,12428000000,54576000000,,,42.8
2683,2021/02,,,,,156800000,940930000,,,25.3
2685,2021/02,,,,,11933000000,24082000000,,,53.1
2686,2021/02,,,,,-5674000000,1372000000,-,-,10
2687,2021/02,,,,,120761000,1936307000,,,35.4
2689,2021/06,,,,,3126307000,2110675000,,,22.2
268A,2021/12,,,,,-,12575000000,,,34.68
2692,2021/03,,,,,8012000000,2583000000,,,40.4
2693,2021/12,,,,,-709651000,3261519000,,,47.3
2694,2021/03,,,,,-934613000,3210445000,,,38.1
2695,2021/10,,,,,4738000000,18748000000,,,48.7
269A,2021/09,,,,,-,6879000,,,-42
2700,2021/12,,,,,774118000,1848892000,,,34.6
2702,2021/12,,,,,38860000000,50266000000,,,74.7
2705,2021/03,,,,,-2701000000,3664000000,-,-,15.4
2708,2021/03,,,,,-3072000000,3867000000,-,-,19.5
2721,2021/12,,,,,-85122000,85668000,,,77.5
2722,2021/05,,,,,636542000,967145000,,,49
2726,2021/02,,,,,1450000000,63088000000,,,41
2730,2021/03,,,,,42964000000,43072000000,,,50.2
2733,2021/03,,,,,14071000000,20888000000,,,35.6
